"id","section_id","section_name","hmis_code","hmis_name","disease_id","five_character_icd_code","four_character_icd_code","disease_name","simplified_name"
752,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2001,E03.8,E038,Other specified hypothyroidism,''
753,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,1998,E03.3,E033,Postinfectious hypothyroidism,''
754,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,1997,E03.2,E032,Hypothyroidism due to medicaments and other exogenous substances,''
755,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,1994,E03,E03,Other hypothyroidism,''
756,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2181,E34.9,E349,"Endocrine disorder, unspecified","Disturbance: endocrine NOS, Disturbance: hormone NOS, "
757,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,6520,O08.5,O085,Metabolic disorders following abortion and ectopic and molar pregnancy,"Electrolyte imbalance following conditions classifiable to O00-O07, "
758,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6576,O24,O24,Diabetes mellitus in pregnancy,"in childbirth and the puerperium, "
759,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6577,O24.0,O240,Pre-existing type 1 diabetes mellitus,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent, "
760,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6578,O24.1,O241,Pre-existing type 2 diabetes mellitus,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent, "
761,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6579,O24.2,O242,Pre-existing malnutrition-related diabetes mellitus,"Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus, "
762,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6580,O24.3,O243,"Pre-existing diabetes mellitus, unspecified","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified, "
763,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6581,O24.4,O244,Diabetes mellitus arising in pregnancy,"Gestational diabetes mellitus NOS, "
764,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,6582,O24.9,O249,"Diabetes mellitus in pregnancy, unspecified",''
765,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,7234,P70.2,P702,Neonatal diabetes mellitus,''
766,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10081,V29.6,V296,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,"Motorcycle collision NOS (traffic), "
767,"1.3.18","1.3.18 Injuries",IN03,Injuries due to Gender based violence,9714,T74.3,T743,Psychological abuse,''
768,"1.3.18","1.3.18 Injuries",IN05, Animal bites Wild,10816,W56,W56,Contact with marine animal,"Bitten or struck by marine animal, "
769,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10706,V91.9,V919,Accident to watercraft causing other injury: Unspecified watercraft,""
770,"1.3.18","1.3.18 Injuries",IN06,Snake bites,10869,X20,X20,Contact with venomous snakes and lizards,"cobra, fer de lance, Gila monster, krait, rattlesnake, sea snake, snake (venomous), viper, "
771,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10705,V91.8,V918,Accident to watercraft causing other injury: Other unpowered watercraft,""
809,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),10493,V70.9,V709,Bus occupant injured in collision with pedestrian or animal: Unspecified bus occupant injured in traffic accident,""
772,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10748,V96,V96,Accident to nonpowered aircraft causing injury to occupant,"collision with any object, fixed, movable or moving of or on nonpowered aircraft, crash of or on nonpowered aircraft, explosion of or on nonpowered aircraft, fire of or on nonpowered aircraft, forced landing of or on nonpowered aircraft, "
773,"1.3.18","1.3.18 Injuries",IN07,Insect bites,10817,W57,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,''
774,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),9738,T79.5,T795,Traumatic anuria,"Crush syndrome, Renal failure following crushing, "
775,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),10956,Y03,Y03,Assault by crashing of motor vehicle,"deliberately hitting or running over with motor vehicle, "
776,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),10996,Y32,Y32,"Crashing of motor vehicle, undetermined intent",''
777,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10912,X59.9,X599,Exposure to unspecified factor causing other and unspecified injury,"accident NOS, exposure NOS, "
778,"1.3.18","1.3.18 Injuries",IN03,Injuries due to Gender based violence,9712,T74.1,T741,Physical abuse,"Battered: baby or child syndrome NOS, Battered: spouse syndrome NOS, "
779,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10740,V95,V95,Accident to powered aircraft causing injury to occupant,"collision with any object, fixed, movable or moving of or on (powered) aircraft, crash of or on (powered) aircraft, explosion of or on (powered) aircraft, fire of or on (powered) aircraft, forced landing of or on (powered) aircraft, "
780,"1.3.18","1.3.18 Injuries",IN03,Injuries due to Gender based violence,9713,T74.2,T742,Sexual abuse,''
781,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10778,W16,W16,Diving or jumping into water causing injury other than drowning or submersion,"striking or hitting: against bottom when jumping or diving into shallow water, striking or hitting: wall or diving board of swimming-pool, striking or hitting: water surface, "
782,"1.3.18","1.3.18 Injuries",IN05, Animal bites Domestic,10814,W54,W54,Bitten or struck by dog,"Dog bite, "
783,"1.3.18","1.3.18 Injuries",IN06,Snake bites,7244,P71.4,P714,Transitory neonatal hypoparathyroidism,''
784,"1.3.18","1.3.18 Injuries",IN05, Animal bites Wild,10876,X27,X27,Contact with other specified venomous animals,''
785,"1.3.18","1.3.18 Injuries",IN01,Jaw injuries,8469,S03.4,S034,Sprain and strain of jaw,"Temporomandibular (joint)(ligament), "
786,"1.3.18","1.3.18 Injuries",IN01,Jaw injuries,8465,S03.0,S030,Dislocation of jaw,"Jaw dislocation, Jaw (cartilage)(meniscus), Mandible, Temporomandibular (joint), "
787,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),11371,Y85.0,Y850,Sequelae of motor-vehicle accident,''
788,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10704,V91.7,V917,Accident to watercraft causing other injury: Water-skis,""
789,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10703,V91.6,V916,Accident to watercraft causing other injury: Inflatable craft (nonpowered),""
790,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),9859,T92.6,T926,Sequelae of crushing injury and traumatic amputation of upper limb,"Sequelae of injury classifiable to S47-S48, S57-S58, S67-S68 and T11.6, "
791,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),9869,T93.6,T936,Sequelae of crushing injury and traumatic amputation of lower limb,"Sequelae of injury classifiable to S77-S78, S87-S88, S97-S98 and T13.6, "
792,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),10702,V91.5,V915,Accident to watercraft causing other injury: Canoe or kayak,""
793,"1.3.18","1.3.18 Injuries",IN04,Injuries (Trauma due to other causes),9888,T98.2,T982,Sequelae of certain early complications of trauma,"Sequelae of complications classifiable to T79.-, "
794,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Bicycle),9999,V19.6,V196,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,"Pedal cycle collision NOS (traffic), "
795,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Bicycle),10000,V19.8,V198,Pedal cyclist [any] injured in other specified transport accidents,"Trapped by part of pedal cycle, "
796,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Bicycle),10001,V19.9,V199,Pedal cyclist [any] injured in unspecified traffic accident,"Pedal cycle accident NOS, "
797,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10070,V28.3,V283,Motorcycle rider injured in noncollision transport accident: Person injured while boarding or alighting,""
798,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10072,V28.5,V285,Motorcycle rider injured in noncollision transport accident: Passenger injured in traffic accident,""
799,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10073,V28.9,V289,Motorcycle rider injured in noncollision transport accident: Unspecified motorcycle rider injured in traffic accident,""
800,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10074,V29,V29,Motorcycle rider injured in other and unspecified transport accidents,''
801,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10078,V29.3,V293,Motorcycle rider [any] injured in unspecified nontraffic accident,"Motorcycle accident NOS, nontraffic, Motorcycle rider injured in nontraffic accident NOS, "
802,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),10682,V89.2,V892,"Person injured in unspecified motor-vehicle accident, traffic","Motor-vehicle accident [MVA] NOS, Road (traffic) accident [RTA] NOS, "
803,"1.3.18","1.3.18 Injuries",IN02,Road traffic Injuries,10656,V86.9,V869,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,"All-terrain motor-vehicle accident NOS, Off-road motor-vehicle accident NOS, "
804,"1.3.18","1.3.18 Injuries",IN02,Road traffic Injuries,10655,V86.7,V867,Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident,''
805,"1.3.18","1.3.18 Injuries",IN02,Road traffic Injuries,10647,V86,V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",''
806,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Others),10586,V80.1,V801,Rider or occupant injured in collision with pedestrian or animal,''
807,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Others),10585,V80.0,V800,Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident,"Overturning: NOS, Overturning: without collision, "
808,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Others),10584,V80,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident,''
810,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),10492,V70.7,V707,Bus occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident,""
811,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Vehicle),10491,V70.6,V706,Bus occupant injured in collision with pedestrian or animal: Passenger injured in traffic accident,""
812,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10083,V29.9,V299,Motorcycle rider [any] injured in unspecified traffic accident,"Motorcycle accident NOS, "
813,"1.3.18","1.3.18 Injuries",IN02, Road Traffic Injuries (Motor Cycle),10082,V29.8,V298,Motorcycle rider [any] injured in other specified transport accidents,"Trapped by part of motorcycle, "
814,"1.3.19","1.3.19 Minor Operations in OPD",MN01,Tooth extractions,4499,K08.1,K081,"Loss of teeth due to accident, extraction or local periodontal disease",''
815,"1.3.19","1.3.19 Minor Operations in OPD",MN03,Other Minor Operations,11662,Z42,Z42,Follow-up care involving plastic surgery,"plastic and reconstructive surgery following healed injury or operation, repair of scarred tissue, "
816,"1.3.19","1.3.19 Minor Operations in OPD",MN03,Other Minor Operations,11658,Z41.2,Z412,Routine and ritual circumcision,''
817,"1.3.19","1.3.19 Minor Operations in OPD",MN02,Dental Fillings,12111,Z98.8,Z988,Other specified postsurgical states,''
818,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT01,Leishmaniasis,728,B55.0,B550,Visceral leishmaniasis,"Kala-azar, Post-kala-azar dermal leishmaniasis, "
819,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT02,Lymphatic Filariasis (hydrocele),6190,N43.2,N432,Other hydrocele,''
820,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT01,Leishmaniasis,729,B55.1,B551,Cutaneous leishmaniasis,''
821,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT02,Lymphatic Filariasis (hydrocele),6187,N43,N43,Hydrocele and spermatocele,"hydrocele of spermatic cord, testis or tunica vaginalis, "
822,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT01,Leishmaniasis,730,B55.2,B552,Mucocutaneous leishmaniasis,''
823,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT03,Lymphatic Filariasis (Lympoedema),4140,I97.2,I972,Postmastectomy lymphoedema syndrome,"Elephantiasis due to mastectomy, Obliteration of lymphatic vessels due to mastectomy, "
824,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT04,Urinary Schistosomiasis,758,B65.0,B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],''
825,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT06,Onchocerciasis,802,B73,B73,Onchocerciasis,"Onchocerca volvulus infection, Onchocercosis, River blindness, "
826,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT03,Lymphatic Filariasis (Lympoedema),4127,I89.0,I890,"Lymphoedema, not elsewhere classified","Lymphangiectasis, "
827,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT03,Lymphatic Filariasis (Lympoedema),7908,Q82.0,Q820,Hereditary lymphoedema,''
828,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT02,Lymphatic Filariasis (hydrocele),6189,N43.1,N431,Infected hydrocele,''
829,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT02,Lymphatic Filariasis (hydrocele),6188,N43.0,N430,Encysted hydrocele,''
830,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT02,Lymphatic Filariasis (hydrocele),7291,P83.5,P835,Congenital hydrocele,''
831,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT01,Leishmaniasis,731,B55.9,B559,"Leishmaniasis, unspecified",''
832,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT02,Lymphatic Filariasis (hydrocele),6191,N43.3,N433,"Hydrocele, unspecified",''
833,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT05,Intestinal Schistosomiasis,759,B65.1,B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],''
834,"1.3.20","1.3.20 Neglected Tropical Diseases (NTDs)",NT01,Leishmaniasis,727,B55,B55,Leishmaniasis,''
835,"1.3.21","1.3.21 Maternal conditions",MC07,Puerperal sepsis,6861,O85,O85,Puerperal sepsis,"Puerperal: endometritis, Puerperal: fever, Puerperal: peritonitis, Puerperal: sepsis, "
836,"1.3.21","1.3.21 Maternal conditions",MC11,Cervical Cancer Total Screened,1200,C53.9,C539,"Cervix uteri, unspecified","Malignant neoplasm: Cervix uteri, unspecified, "
837,"1.3.21","1.3.21 Maternal conditions",MC11,Cervical Cancer Number with Cervical Cancer,6336,N85,N85,"Other noninflammatory disorders of uterus, except cervix",''
838,"1.3.21","1.3.21 Maternal conditions",MC11,Cervical Cancer Number with Cervical Cancer,6355,N88.1,N881,Old laceration of cervix uteri,"Adhesions of cervix, "
839,"1.3.21","1.3.21 Maternal conditions",MC02,Abortions due to other causes,6517,O08.2,O082,Embolism following abortion and ectopic and molar pregnancy,"Embolism: NOS following conditions classifiable to O00-O07, Embolism: air following conditions classifiable to O00-O07, Embolism: amniotic fluid following conditions classifiable to O00-O07, Embolism: blood-clot following conditions classifiable to O00-O07, Embolism: pulmonary following conditions classifiable to O00-O07, Embolism: pyaemic following conditions classifiable to O00-O07, Embolism: septic or septicopyaemic following conditions classifiable to O00-O07, Embolism: soap following conditions classifiable to O00-O07, "
840,"1.3.21","1.3.21 Maternal conditions",MC02,Abortions due to other causes,6518,O08.3,O083,Shock following abortion and ectopic and molar pregnancy,"Circulatory collapse following conditions classifiable to O00-O07, Shock (postoperative) following conditions classifiable to O00-O07, "
878,"1.3.21","1.3.21 Maternal conditions",MC09,Haemorrhage related to pregnancy (PPH),6799,O72,O72,Postpartum haemorrhage,"haemorrhage after delivery of fetus or infant, "
841,"1.3.21","1.3.21 Maternal conditions",MC02,Abortions due to other causes,6519,O08.4,O084,Renal failure following abortion and ectopic and molar pregnancy,"Oliguria following conditions classifiable to O00-O07, Renal: failure (acute) following conditions classifiable to O00-O07, Renal: shutdown following conditions classifiable to O00-O07, Renal: tubular necrosis following conditions classifiable to O00-O07, Uraemia following conditions classifiable to O00-O07, "
842,"1.3.21","1.3.21 Maternal conditions",MC02,Abortions due to other causes,6520,O08.5,O085,Metabolic disorders following abortion and ectopic and molar pregnancy,"Electrolyte imbalance following conditions classifiable to O00-O07, "
880,"1.3.21","1.3.21 Maternal conditions",MC04,Malaria in pregnancy,6924,O98,O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","the listed conditions when complicating the pregnant state, when aggravated by the pregnancy, or as a reason for obstetric care, "
881,"1.3.21","1.3.21 Maternal conditions",MC04,Malaria in pregnancy,6933,O98.8,O988,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium",''
843,"1.3.21","1.3.21 Maternal conditions",MC02,Abortions due to other causes,6521,O08.6,O086,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,"Laceration, perforation, tear or chemical damage of: bladder following conditions classifiable to O00-O07, Laceration, perforation, tear or chemical damage of: bowel following conditions classifiable to O00-O07, Laceration, perforation, tear or chemical damage of: broad ligament following conditions classifiable to O00-O07, Laceration, perforation, tear or chemical damage of: cervix following conditions classifiable to O00-O07, Laceration, perforation, tear or chemical damage of: periurethral tissue following conditions classifiable to O00-O07, Laceration, perforation, tear or chemical damage of: uterus following conditions classifiable to O00-O07, "
